,AccountNumber,AddressLine1Individual,AddressLine1Store,AddressLine2Individual,AddressLine2Store,AddressTypeIndividual,AddressTypeStore,BillToAddressID,CarrierTrackingNumber,CityIndividual,CityStore,Class,Color,CountryRegionCode,CountryRegionNameIndividual,CountryRegionNameStore,CreditCardApprovalCode,CreditCardID,CurrencyRateID,CustomerID,DueDate,FinishedGoodsFlag,FirstName,Freight,LastName,LineTotal,ListPrice,MakeFlag,MiddleName,OnlineOrderFlag,OrderDate,OrderQty,PersonID,PostalCodeIndividual,PostalCodeStore,Product,ProductCategory,ProductCategoryID,ProductID,ProductLine,ProductModelID,ProductNumber,ProductSubCategory,ProductSubcategoryID,PurchaseOrderNumber,Region,RevisionNumber,SalesOrderDetailID,SalesOrderID,SalesOrderNumber,SalesPersonID,ShipDate,ShipMethodID,ShipToAddressID,Size,SpecialOfferID,StandardCost,StateProvinceNameIndividual,StateProvinceNameStore,Status,Store,StoreID,Style,SubTotal,TaxAmt,Territory,TerritoryID,TotalDue,UnitPrice,UnitPriceDiscount
272,10-4030-025177,3382 Arrowwood Circle,NA,NA,NA,Home,NA,15635,NA,East Brisbane,NA,NA,NA,CA,Australia,NA,1225654Vi23787,4540,NA,25177,7/9/2014,TRUE,Jimmy,0.924,Ashe,9.99,9.99,FALSE,NA,Yes,6/27/2014,1,6600,4169,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,121048,75014,SO75014,NA,7/4/2014,1,15635,NA,1,3.7363,Queensland,NA,5,NA,NA,NA,36.96,2.9568,Canada,6,40.8408,9.99,0
273,10-4030-018503,NA,NA,NA,NA,NA,NA,23478,NA,NA,NA,NA,Yellow,US,NA,NA,1224945Vi68870,13279,NA,18503,7/9/2014,TRUE,NA,3.0995,NA,53.99,53.99,FALSE,NA,Yes,6/27/2014,1,14408,NA,NA,"Short-Sleeve Classic Jersey, XL",Clothing,3,884,S,32,SJ-0194-X,Jerseys,21,NA,North America,8,121045,75013,SO75013,NA,7/4/2014,1,23478,XL,1,41.5723,NA,NA,5,NA,NA,U,123.98,9.9184,Southwest,4,136.9979,53.99,0
274,10-4030-018503,NA,NA,NA,NA,NA,NA,23478,NA,NA,NA,NA,Black,US,NA,NA,1224945Vi68870,13279,NA,18503,7/9/2014,TRUE,NA,3.0995,NA,69.99,69.99,FALSE,NA,Yes,6/27/2014,1,14408,NA,NA,"Women's Mountain Shorts, M",Clothing,3,868,M,37,SH-W890-M,Shorts,22,NA,North America,8,121044,75013,SO75013,NA,7/4/2014,1,23478,M,1,26.1763,NA,NA,5,NA,NA,W,123.98,9.9184,Southwest,4,136.9979,69.99,0
275,10-4030-017391,Auf dem Ufer 764,NA,NA,NA,Home,NA,16686,NA,Berlin,NA,NA,NA,US,Germany,NA,624778Vi26936,5149,NA,17391,7/9/2014,TRUE,Francisco,0.1248,Patel,4.99,4.99,FALSE,NA,Yes,6/27/2014,1,7643,12171,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,121043,75012,SO75012,NA,7/4/2014,1,16686,NA,1,1.8663,Hessen,NA,5,NA,NA,NA,4.99,0.3992,Northwest,1,5.514,4.99,0
276,10-4030-018535,NA,NA,NA,NA,NA,NA,29125,NA,NA,NA,M,NA,CA,NA,NA,223358Vi95257,18341,NA,18535,7/9/2014,TRUE,NA,0.7498,NA,29.99,29.99,FALSE,NA,Yes,6/27/2014,1,20024,NA,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,North America,8,121042,75011,SO75011,NA,7/4/2014,1,29125,NA,1,11.2163,NA,NA,5,NA,NA,NA,29.99,2.3992,Canada,6,33.139,29.99,0
277,10-4030-022277,2842 Inverness Drive,NA,NA,NA,Home,NA,17202,NA,Torrance,NA,M,NA,US,United States,NA,623353Vi57754,11195,NA,22277,7/9/2014,TRUE,Isaac,0.7498,Wright,29.99,29.99,FALSE,NA,Yes,6/27/2014,1,8152,90505,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,North America,8,121041,75010,SO75010,NA,7/4/2014,1,17202,NA,1,11.2163,California,NA,5,NA,NA,NA,29.99,2.3992,Northwest,1,33.139,29.99,0
278,10-4030-024635,1153 Southampton Road,NA,NA,NA,Home,NA,12324,NA,Rhodes,NA,NA,Red,US,Australia,NA,1223039Vi98004,18865,NA,24635,7/9/2014,TRUE,Colleen,1.7895,Shan,34.99,34.99,FALSE,NA,Yes,6/27/2014,1,3298,2138,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,North America,8,121040,75009,SO75009,NA,7/4/2014,1,12324,NA,1,13.0863,New South Wales,NA,5,NA,NA,NA,71.58,5.7264,Southwest,4,79.0959,34.99,0
279,10-4030-024635,1153 Southampton Road,NA,NA,NA,Home,NA,12324,NA,Rhodes,NA,NA,NA,US,Australia,NA,1223039Vi98004,18865,NA,24635,7/9/2014,TRUE,Colleen,1.7895,Shan,3.99,3.99,FALSE,NA,Yes,6/27/2014,1,3298,2138,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,North America,8,121038,75009,SO75009,NA,7/4/2014,1,12324,NA,1,1.4923,New South Wales,NA,5,NA,NA,NA,71.58,5.7264,Southwest,4,79.0959,3.99,0
280,10-4030-024635,1153 Southampton Road,NA,NA,NA,Home,NA,12324,NA,Rhodes,NA,H,NA,US,Australia,NA,1223039Vi98004,18865,NA,24635,7/9/2014,TRUE,Colleen,1.7895,Shan,32.6,32.6,FALSE,NA,Yes,6/27/2014,1,3298,2138,NA,HL Road Tire,Accessories,4,933,R,90,TI-R982,Tires and Tubes,37,NA,North America,8,121039,75009,SO75009,NA,7/4/2014,1,12324,NA,1,12.1924,New South Wales,NA,5,NA,NA,NA,71.58,5.7264,Southwest,4,79.0959,32.6,0
281,10-4030-012444,475 Santa Maria,NA,NA,NA,Home,NA,18739,NA,Santa Cruz,NA,NA,NA,CA,United States,NA,622304Vi88573,17060,NA,12444,7/9/2014,TRUE,Michael,1.6243,Harris,4.99,4.99,FALSE,NA,Yes,6/27/2014,1,9685,95062,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,North America,8,121035,75008,SO75008,NA,7/4/2014,1,18739,NA,1,1.8663,California,NA,5,NA,NA,NA,64.97,5.1976,Canada,6,71.7919,4.99,0
282,10-4030-012444,475 Santa Maria,NA,NA,NA,Home,NA,18739,NA,Santa Cruz,NA,NA,Black,CA,United States,NA,622304Vi88573,17060,NA,12444,7/9/2014,TRUE,Michael,1.6243,Harris,34.99,34.99,FALSE,NA,Yes,6/27/2014,1,9685,95062,NA,"Sport-100 Helmet, Black",Accessories,4,708,S,33,HL-U509,Helmets,31,NA,North America,8,121037,75008,SO75008,NA,7/4/2014,1,18739,NA,1,13.0863,California,NA,5,NA,NA,NA,64.97,5.1976,Canada,6,71.7919,34.99,0
283,10-4030-012444,475 Santa Maria,NA,NA,NA,Home,NA,18739,NA,Santa Cruz,NA,L,NA,CA,United States,NA,622304Vi88573,17060,NA,12444,7/9/2014,TRUE,Michael,1.6243,Harris,24.99,24.99,FALSE,NA,Yes,6/27/2014,1,9685,95062,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,North America,8,121036,75008,SO75008,NA,7/4/2014,1,18739,NA,1,9.3463,California,NA,5,NA,NA,NA,64.97,5.1976,Canada,6,71.7919,24.99,0
284,10-4030-026605,8887 Entrada Circle,NA,NA,NA,Home,NA,15948,NA,London,NA,NA,NA,US,United Kingdom,NA,1122001Vi99127,19079,NA,26605,7/9/2014,TRUE,Manuel,0.682,Perez,2.29,2.29,FALSE,NA,Yes,6/27/2014,1,6913,W1N 9FA,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,121034,75007,SO75007,NA,7/4/2014,1,15948,NA,1,0.8565,England,NA,5,NA,NA,NA,27.28,2.1824,Southwest,4,30.1444,2.29,0
285,10-4030-026605,8887 Entrada Circle,NA,NA,NA,Home,NA,15948,NA,London,NA,L,NA,US,United Kingdom,NA,1122001Vi99127,19079,NA,26605,7/9/2014,TRUE,Manuel,0.682,Perez,24.99,24.99,FALSE,NA,Yes,6/27/2014,1,6913,W1N 9FA,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,North America,8,121033,75007,SO75007,NA,7/4/2014,1,15948,NA,1,9.3463,England,NA,5,NA,NA,NA,27.28,2.1824,Southwest,4,30.1444,24.99,0
286,10-4030-012945,3967 Arlington Way,NA,NA,NA,Home,NA,12503,NA,Spring Valley,NA,NA,NA,CA,United States,NA,921487Vi93930,18112,NA,12945,7/9/2014,TRUE,Madison,2.5738,Gonzales,4.99,4.99,FALSE,TRUE,Yes,6/27/2014,1,3474,91977,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,121031,75006,SO75006,NA,7/4/2014,1,12503,NA,1,1.8663,California,NA,5,NA,NA,NA,102.95,8.236,Canada,6,113.7598,4.99,0
287,10-4030-012945,3967 Arlington Way,NA,NA,NA,Home,NA,12503,NA,Spring Valley,NA,NA,NA,CA,United States,NA,921487Vi93930,18112,NA,12945,7/9/2014,TRUE,Madison,2.5738,Gonzales,4.99,4.99,FALSE,TRUE,Yes,6/27/2014,1,3474,91977,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,North America,8,121029,75006,SO75006,NA,7/4/2014,1,12503,NA,1,1.8663,California,NA,5,NA,NA,NA,102.95,8.236,Canada,6,113.7598,4.99,0
288,10-4030-012945,3967 Arlington Way,NA,NA,NA,Home,NA,12503,NA,Spring Valley,NA,NA,NA,CA,United States,NA,921487Vi93930,18112,NA,12945,7/9/2014,TRUE,Madison,2.5738,Gonzales,8.99,8.99,FALSE,TRUE,Yes,6/27/2014,1,3474,91977,NA,Road Bottle Cage,Accessories,4,872,R,113,BC-R205,Bottles and Cages,28,NA,North America,8,121030,75006,SO75006,NA,7/4/2014,1,12503,NA,1,3.3623,California,NA,5,NA,NA,NA,102.95,8.236,Canada,6,113.7598,8.99,0
289,10-4030-012945,3967 Arlington Way,NA,NA,NA,Home,NA,12503,NA,Spring Valley,NA,NA,NA,CA,United States,NA,921487Vi93930,18112,NA,12945,7/9/2014,TRUE,Madison,2.5738,Gonzales,28.99,28.99,FALSE,TRUE,Yes,6/27/2014,1,3474,91977,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,North America,8,121028,75006,SO75006,NA,7/4/2014,1,12503,NA,1,10.8423,California,NA,5,NA,NA,NA,102.95,8.236,Canada,6,113.7598,28.99,0
290,10-4030-012945,3967 Arlington Way,NA,NA,NA,Home,NA,12503,NA,Spring Valley,NA,NA,Silver,CA,United States,NA,921487Vi93930,18112,NA,12945,7/9/2014,TRUE,Madison,2.5738,Gonzales,54.99,54.99,FALSE,TRUE,Yes,6/27/2014,1,3474,91977,NA,Hydration Pack - 70 oz.,Accessories,4,880,S,107,HY-1023-70,Hydration Packs,32,NA,North America,8,121032,75006,SO75006,NA,7/4/2014,1,12503,70,1,20.5663,California,NA,5,NA,NA,NA,102.95,8.236,Canada,6,113.7598,54.99,0
291,10-4030-019640,8720 Orth Larwin Ave,NA,NA,NA,Home,NA,13592,NA,London,NA,NA,NA,CA,United Kingdom,NA,621368Vi77429,14946,NA,19640,7/9/2014,TRUE,Walter,0.6943,Navarro,2.29,2.29,FALSE,NA,Yes,6/27/2014,1,4557,SE1 8HL,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,121027,75005,SO75005,NA,7/4/2014,1,13592,NA,1,0.8565,England,NA,5,NA,NA,NA,27.77,2.2216,Canada,6,30.6859,2.29,0
292,10-4030-019640,8720 Orth Larwin Ave,NA,NA,NA,Home,NA,13592,NA,London,NA,NA,NA,CA,United Kingdom,NA,621368Vi77429,14946,NA,19640,7/9/2014,TRUE,Walter,0.6943,Navarro,3.99,3.99,FALSE,NA,Yes,6/27/2014,1,4557,SE1 8HL,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,North America,8,121025,75005,SO75005,NA,7/4/2014,1,13592,NA,1,1.4923,England,NA,5,NA,NA,NA,27.77,2.2216,Canada,6,30.6859,3.99,0
293,10-4030-019640,8720 Orth Larwin Ave,NA,NA,NA,Home,NA,13592,NA,London,NA,L,NA,CA,United Kingdom,NA,621368Vi77429,14946,NA,19640,7/9/2014,TRUE,Walter,0.6943,Navarro,21.49,21.49,FALSE,NA,Yes,6/27/2014,1,4557,SE1 8HL,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,North America,8,121026,75005,SO75005,NA,7/4/2014,1,13592,NA,1,8.0373,England,NA,5,NA,NA,NA,27.77,2.2216,Canada,6,30.6859,21.49,0
294,10-4030-011229,NA,NA,NA,NA,NA,NA,24917,NA,NA,NA,NA,Red,US,NA,NA,1120735Vi15840,3017,NA,11229,7/9/2014,TRUE,NA,0.9745,NA,34.99,34.99,FALSE,NA,Yes,6/27/2014,1,15841,NA,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,North America,8,121024,75004,SO75004,NA,7/4/2014,1,24917,NA,1,13.0863,NA,NA,5,NA,NA,NA,38.98,3.1184,Southwest,4,43.0729,34.99,0
295,10-4030-011229,NA,NA,NA,NA,NA,NA,24917,NA,NA,NA,NA,NA,US,NA,NA,1120735Vi15840,3017,NA,11229,7/9/2014,TRUE,NA,0.9745,NA,3.99,3.99,FALSE,NA,Yes,6/27/2014,1,15841,NA,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,North America,8,121023,75004,SO75004,NA,7/4/2014,1,24917,NA,1,1.4923,NA,NA,5,NA,NA,NA,38.98,3.1184,Southwest,4,43.0729,3.99,0
296,10-4030-014321,NA,NA,NA,NA,NA,NA,24716,NA,NA,NA,NA,Multi,AU,NA,NA,318658Vi54174,10512,NA,14321,7/9/2014,TRUE,NA,1.2498,NA,49.99,49.99,FALSE,NA,Yes,6/27/2014,1,15641,NA,NA,"Long-Sleeve Logo Jersey, XL",Clothing,3,716,S,11,LJ-0192-X,Jerseys,21,NA,Pacific,8,121022,75003,SO75003,NA,7/4/2014,1,24716,XL,1,38.4923,NA,NA,5,NA,NA,U,49.99,3.9992,Australia,9,55.239,49.99,0
297,10-4030-017305,8315 Near Ct.,NA,NA,NA,Home,NA,15893,NA,Ballard,NA,NA,Red,AU,United States,NA,418613Vi31527,6062,NA,17305,7/9/2014,TRUE,Johnathan,0.8748,Srini,34.99,34.99,FALSE,NA,Yes,6/27/2014,1,6858,98107,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,Pacific,8,121021,75002,SO75002,NA,7/4/2014,1,15893,NA,1,13.0863,Washington,NA,5,NA,NA,NA,34.99,2.7992,Australia,9,38.664,34.99,0
298,10-4030-011123,NA,NA,NA,NA,NA,NA,28276,NA,NA,NA,NA,NA,AU,NA,NA,1018320Vi70146,13537,NA,11123,7/9/2014,TRUE,NA,2.599,NA,4.99,4.99,FALSE,NA,Yes,6/27/2014,1,19185,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Pacific,8,121018,75001,SO75001,NA,7/4/2014,1,28276,NA,1,1.8663,NA,NA,5,NA,NA,NA,103.96,8.3168,Australia,9,114.8758,4.99,0
299,10-4030-011123,NA,NA,NA,NA,NA,NA,28276,NA,NA,NA,NA,Black,AU,NA,NA,1018320Vi70146,13537,NA,11123,7/9/2014,TRUE,NA,2.599,NA,34.99,34.99,FALSE,NA,Yes,6/27/2014,1,19185,NA,NA,"Sport-100 Helmet, Black",Accessories,4,708,S,33,HL-U509,Helmets,31,NA,Pacific,8,121019,75001,SO75001,NA,7/4/2014,1,28276,NA,1,13.0863,NA,NA,5,NA,NA,NA,103.96,8.3168,Australia,9,114.8758,34.99,0
300,10-4030-011123,NA,NA,NA,NA,NA,NA,28276,NA,NA,NA,NA,NA,AU,NA,NA,1018320Vi70146,13537,NA,11123,7/9/2014,TRUE,NA,2.599,NA,9.99,9.99,FALSE,NA,Yes,6/27/2014,1,19185,NA,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,Pacific,8,121017,75001,SO75001,NA,7/4/2014,1,28276,NA,1,3.7363,NA,NA,5,NA,NA,NA,103.96,8.3168,Australia,9,114.8758,9.99,0
301,10-4030-011123,NA,NA,NA,NA,NA,NA,28276,NA,NA,NA,NA,Yellow,AU,NA,NA,1018320Vi70146,13537,NA,11123,7/9/2014,TRUE,NA,2.599,NA,53.99,53.99,FALSE,NA,Yes,6/27/2014,1,19185,NA,NA,"Short-Sleeve Classic Jersey, XL",Clothing,3,884,S,32,SJ-0194-X,Jerseys,21,NA,Pacific,8,121020,75001,SO75001,NA,7/4/2014,1,28276,XL,1,41.5723,NA,NA,5,NA,NA,U,103.96,8.3168,Australia,9,114.8758,53.99,0
302,10-4030-028138,8501 Second Ave.,NA,NA,NA,Home,NA,15960,NA,Reading,NA,NA,NA,AU,United Kingdom,NA,718027Vi21573,4110,NA,28138,7/9/2014,TRUE,Henry,0.182,Arun,4.99,4.99,FALSE,NA,Yes,6/27/2014,1,6925,RG7 5H7,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Pacific,8,121015,75000,SO75000,NA,7/4/2014,1,15960,NA,1,1.8663,England,NA,5,NA,NA,NA,7.28,0.5824,Australia,9,8.0444,4.99,0
303,10-4030-028138,8501 Second Ave.,NA,NA,NA,Home,NA,15960,NA,Reading,NA,NA,NA,AU,United Kingdom,NA,718027Vi21573,4110,NA,28138,7/9/2014,TRUE,Henry,0.182,Arun,2.29,2.29,FALSE,NA,Yes,6/27/2014,1,6925,RG7 5H7,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Pacific,8,121016,75000,SO75000,NA,7/4/2014,1,15960,NA,1,0.8565,England,NA,5,NA,NA,NA,7.28,0.5824,Australia,9,8.0444,2.29,0
304,10-4030-029288,339 Norcross Lane,NA,NA,NA,Home,NA,14721,NA,San Gabriel,NA,NA,NA,AU,United States,NA,1017875Vi54701,10606,NA,29288,7/9/2014,TRUE,Sebastian,1.3745,Richardson,4.99,4.99,FALSE,NA,Yes,6/27/2014,1,5686,91776,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Pacific,8,121013,74999,SO74999,NA,7/4/2014,1,14721,NA,1,1.8663,California,NA,5,NA,NA,NA,54.98,4.3984,Australia,9,60.7529,4.99,0
305,10-4030-029288,339 Norcross Lane,NA,NA,NA,Home,NA,14721,NA,San Gabriel,NA,NA,Multi,AU,United States,NA,1017875Vi54701,10606,NA,29288,7/9/2014,TRUE,Sebastian,1.3745,Richardson,49.99,49.99,FALSE,NA,Yes,6/27/2014,1,5686,91776,NA,"Long-Sleeve Logo Jersey, XL",Clothing,3,716,S,11,LJ-0192-X,Jerseys,21,NA,Pacific,8,121014,74999,SO74999,NA,7/4/2014,1,14721,XL,1,38.4923,California,NA,5,NA,NA,U,54.98,4.3984,Australia,9,60.7529,49.99,0
306,10-4030-026031,NA,NA,NA,NA,NA,NA,25421,NA,NA,NA,NA,NA,AU,NA,NA,517743Vi47782,9264,NA,26031,7/9/2014,TRUE,NA,0.5945,NA,2.29,2.29,FALSE,NA,Yes,6/27/2014,1,16337,NA,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Pacific,8,121012,74998,SO74998,NA,7/4/2014,1,25421,NA,1,0.8565,NA,NA,5,NA,NA,NA,23.78,1.9024,Australia,9,26.2769,2.29,0
307,10-4030-026031,NA,NA,NA,NA,NA,NA,25421,NA,NA,NA,L,NA,AU,NA,NA,517743Vi47782,9264,NA,26031,7/9/2014,TRUE,NA,0.5945,NA,21.49,21.49,FALSE,NA,Yes,6/27/2014,1,16337,NA,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,Pacific,8,121011,74998,SO74998,NA,7/4/2014,1,25421,NA,1,8.0373,NA,NA,5,NA,NA,NA,23.78,1.9024,Australia,9,26.2769,21.49,0
308,10-4030-012801,NA,NA,NA,NA,NA,NA,26133,NA,NA,NA,NA,NA,DE,NA,NA,128744Vi81077,15690,NA,12801,7/8/2014,TRUE,NA,0.737,NA,4.99,4.99,FALSE,NA,Yes,6/26/2014,1,17047,NA,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Europe,8,121009,74997,SO74997,NA,7/3/2014,1,26133,NA,1,1.8663,NA,NA,5,NA,NA,NA,29.48,2.3584,Germany,8,32.5754,4.99,0
309,10-4030-012801,NA,NA,NA,NA,NA,NA,26133,NA,NA,NA,NA,Black,DE,NA,NA,128744Vi81077,15690,NA,12801,7/8/2014,TRUE,NA,0.737,NA,24.49,24.49,FALSE,NA,Yes,6/26/2014,1,17047,NA,NA,"Half-Finger Gloves, L",Clothing,3,860,S,4,GL-H102-L,Gloves,20,NA,Europe,8,121010,74997,SO74997,NA,7/3/2014,1,26133,L,1,9.1593,NA,NA,5,NA,NA,U,29.48,2.3584,Germany,8,32.5754,24.49,0
310,10-4030-026371,NA,NA,NA,NA,NA,NA,28733,NA,NA,NA,NA,NA,FR,NA,NA,628557Vi2780,538,NA,26371,7/8/2014,TRUE,NA,0.8495,NA,4.99,4.99,FALSE,NA,Yes,6/26/2014,1,19635,NA,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Europe,8,121007,74996,SO74996,NA,7/3/2014,1,28733,NA,1,1.8663,NA,NA,5,NA,NA,NA,33.98,2.7184,France,7,37.5479,4.99,0
311,10-4030-026371,NA,NA,NA,NA,NA,NA,28733,NA,NA,NA,NA,NA,FR,NA,NA,628557Vi2780,538,NA,26371,7/8/2014,TRUE,NA,0.8495,NA,28.99,28.99,FALSE,NA,Yes,6/26/2014,1,19635,NA,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,Europe,8,121008,74996,SO74996,NA,7/3/2014,1,28733,NA,1,10.8423,NA,NA,5,NA,NA,NA,33.98,2.7184,France,7,37.5479,28.99,0
312,10-4030-022538,6406 Golden Leaf Way,NA,NA,NA,Home,NA,13802,NA,Lebanon,NA,L,NA,FR,United States,NA,428137Vi6135,1208,NA,22538,7/8/2014,TRUE,Richard,0.5373,Alexander,21.49,21.49,FALSE,NA,Yes,6/26/2014,1,4767,97355,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,Europe,8,121006,74995,SO74995,NA,7/3/2014,1,13802,NA,1,8.0373,Oregon,NA,5,NA,NA,NA,21.49,1.7192,France,7,23.7465,21.49,0
313,10-4030-028566,NA,NA,NA,NA,NA,NA,22522,NA,NA,NA,NA,NA,DE,NA,NA,1227950Vi14870,2859,NA,28566,7/8/2014,TRUE,NA,1.4618,NA,4.99,4.99,FALSE,NA,Yes,6/26/2014,1,13452,NA,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Europe,8,121004,74994,SO74994,NA,7/3/2014,1,22522,NA,1,1.8663,NA,NA,5,NA,NA,NA,58.47,4.6776,Germany,8,64.6094,4.99,0
314,10-4030-028566,NA,NA,NA,NA,NA,NA,22522,NA,NA,NA,NA,Black,DE,NA,NA,1227950Vi14870,2859,NA,28566,7/8/2014,TRUE,NA,1.4618,NA,24.49,24.49,FALSE,NA,Yes,6/26/2014,1,13452,NA,NA,"Half-Finger Gloves, S",Clothing,3,858,S,4,GL-H102-S,Gloves,20,NA,Europe,8,121005,74994,SO74994,NA,7/3/2014,1,22522,S,1,9.1593,NA,NA,5,NA,NA,U,58.47,4.6776,Germany,8,64.6094,24.49,0
315,10-4030-028566,NA,NA,NA,NA,NA,NA,22522,NA,NA,NA,NA,NA,DE,NA,NA,1227950Vi14870,2859,NA,28566,7/8/2014,TRUE,NA,1.4618,NA,28.99,28.99,FALSE,NA,Yes,6/26/2014,1,13452,NA,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,Europe,8,121003,74994,SO74994,NA,7/3/2014,1,22522,NA,1,10.8423,NA,NA,5,NA,NA,NA,58.47,4.6776,Germany,8,64.6094,28.99,0
316,10-4030-022493,NA,NA,NA,NA,NA,NA,29779,NA,NA,NA,NA,NA,DE,NA,NA,NA,NA,NA,22493,7/8/2014,TRUE,NA,0.1248,NA,4.99,4.99,FALSE,NA,Yes,6/26/2014,1,20673,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Europe,8,121002,74993,SO74993,NA,7/3/2014,1,29779,NA,1,1.8663,NA,NA,5,NA,NA,NA,4.99,0.3992,Germany,8,5.514,4.99,0
317,10-4030-018003,NA,NA,NA,NA,NA,NA,22270,NA,NA,NA,NA,Blue,DE,NA,NA,1027638Vi24173,4601,NA,18003,7/8/2014,TRUE,NA,1.5993,NA,34.99,34.99,FALSE,NA,Yes,6/26/2014,1,13200,NA,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,Europe,8,121001,74992,SO74992,NA,7/3/2014,1,22270,NA,1,13.0863,NA,NA,5,NA,NA,NA,63.97,5.1176,Germany,8,70.6869,34.99,0
318,10-4030-018003,NA,NA,NA,NA,NA,NA,22270,NA,NA,NA,NA,NA,DE,NA,NA,1027638Vi24173,4601,NA,18003,7/8/2014,TRUE,NA,1.5993,NA,3.99,3.99,FALSE,NA,Yes,6/26/2014,1,13200,NA,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Europe,8,121000,74992,SO74992,NA,7/3/2014,1,22270,NA,1,1.4923,NA,NA,5,NA,NA,NA,63.97,5.1176,Germany,8,70.6869,3.99,0
319,10-4030-018003,NA,NA,NA,NA,NA,NA,22270,NA,NA,NA,M,NA,DE,NA,NA,1027638Vi24173,4601,NA,18003,7/8/2014,TRUE,NA,1.5993,NA,24.99,24.99,FALSE,NA,Yes,6/26/2014,1,13200,NA,NA,ML Road Tire,Accessories,4,932,R,89,TI-R628,Tires and Tubes,37,NA,Europe,8,120999,74992,SO74992,NA,7/3/2014,1,22270,NA,1,9.3463,NA,NA,5,NA,NA,NA,63.97,5.1176,Germany,8,70.6869,24.99,0
320,10-4030-028406,NA,NA,NA,NA,NA,NA,20913,NA,NA,NA,NA,NA,FR,NA,NA,726774Vi21450,4077,NA,28406,7/8/2014,TRUE,NA,2.5023,NA,3.99,3.99,FALSE,NA,Yes,6/26/2014,1,11843,NA,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Europe,8,120998,74991,SO74991,NA,7/3/2014,1,20913,NA,1,1.4923,NA,NA,5,NA,NA,NA,100.09,8.0072,France,7,110.5995,3.99,0
